Occurrence Number,Date,Registration,Classification,Type,Location,State,Aerodrome,Operation,Status,Link,History
79834,2021-01-21,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,JOINVILLE,SC,SBJV,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79834,"A AERONAVE DECOLOU DO AERÓDROMO VIRACOPOS (SBKP), CAMPINAS, SP, COM DESTINO AO AERÓDROMO LAURO CARNEIRO DE LOYOLA (SBJV), JOINVILLE, SC, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM CINCO TRIPULANTES E SETENTA E CINCO PASSAGEIROS A BORDO.APÓS O POUSO, DURANTE A MANOBRA DE BACKTRACK, FOI OBSERVADO UM RUÍDO CARACTERÍSTICO DE DESACELERAÇÃO (SPIN OFF) DO FAN, SEGUIDO DA CAS MESSAGE 'ENG#2 FAIL'. A AERONAVE PROSSEGUIU POR MEIOS PRÓPRIOS ATÉ O ESTACIONAMENTO.A AERONAVE NÃO TEVE DANOS.OS CINCO TRIPULANTES E OS SETENTA E CINCO PASSAGEIROS SAÍRAM ILESOS."
79826,2021-01-20,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SALVADOR,BA,SBSV,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79826,"A AERONAVE DECOLOU DO AERÓDROMO COMANDANTE ARISTON PESSOA (SBJE), CRUZ, CE, COM DESTINO AO AERÓDROMO CONGONHAS (SBSP), SÃO PAULO, SP, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM SEIS TRIPULANTES E CENTO E SESSENTA E DOIS PASSAGEIROS A BORDO.DURANTE O VOO DE CRUZEIRO APRESENTOU A MENSAGEM DE 'OIL FILTER DEGRADED' E 'OIL FILTER CLOG' NO MOTOR #1. A TRIPULAÇÃO EFETUOU OS PROCEDIMENTOS PREVISTOS NO QRH E O CORTE DO MOTOR, POR PREVENÇÃO. FOI DECLARADA EMERGÊNCIA E O VOO PROSSEGUIU PARA POUSO NO AERÓDROMO DEPUTADO LUÍS EDUARDO MAGALHÃES (SBSV), SALVADOR, BA.O POUSO FOI EFETUADO SEM INTERCORRÊNCIAS.A AERONAVE NÃO TEVE DANOS.OS SEIS TRIPULANTES E OS CENTO E SESSENTA E DOIS PASSAGEIROS SAÍRAM ILESOS."
79831,2021-01-19,"PPMMS, PRGUC",INCIDENTE GRAVE,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,CURITIBA,PR,SBCT,"***, REGULAR",FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79831,
79829,2021-01-19,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PARÁ DE MINAS,MG,SNPA,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79829,"A aeronave decolou do Aeródromo Pará de Minas(SNPA), para realização de treinamento de toque e arremetida, com piloto e aluno a bordo.Durante uma das decolagens, em torno de 300 pés de altura da pista, a aeronave apresentou queda de potência,  retornando à faixa de operação normal logo após.A aeronave se manteve estável e realizou o pouso com segurança. A aeronave não teve danos.Os tripulantes não sofreram lesões."
79827,2021-01-19,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SÃO PAULO,SP,SBSP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79827,"A AERONAVE DECOLAVA DO AERÓDROMO CONGONHAS (SBSP), SÃO PAULO, SP, COM DESTINO AO AERÓDROMO EURICO DE AGUIAR SALLES (SBVT) VITÓRIA, ES, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM SEIS TRIPULANTES E CENTO E QUARENTA E QUATRO PASSAGEIROS A BORDO.DURANTE A CORRIDA DE DECOLAGEM, A TRIPULAÇÃO NOTOU UM BARULHO ANORMAL ORIUNDO DO MOTOR #1 E CONSEQUENTE MENSAGEM 'ENG 1 FAIL' NO ECAM. A DECOLAGEM FOI ABORTADA E O RESPECTIVO MOTOR FOI CORTADO. A AERONAVE PROSSEGUIU PARA O ESTACIONAMENTO.A AERONAVE TEVE DANOS LEVES.OS SEIS TRIPULANTES E OS CENTO E QUARENTA E QUATRO PASSAGEIROS SAÍRAM ILESOS."
79825,2021-01-18,PTVGQ,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,BARREIROS,PE,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79825,"A aeronave decolou do Aeródromo Clube Estância Ouro Verde (SNWE), Santa Rita, PB, com destino ao Aeródromo Zumbi dos Palmares (SBMO), Maceió, AL, , às 20h35min (UTC), a fim de realizar um voo privado, com um piloto e dois passageiros a bordo. Durante o voo em rota houve a falha do motor esquerdo. O piloto realizou um pouso de emergência fora de aeródromo. A aeronave teve danos substanciais. Todos a bordo saíram ilesos. Não houve danos a terceiros."
79917,2021-01-17,PTJFM,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,IBITINGA,SP,SDIG,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79917,"A AERONAVE DECOLOU DO AERÓDROMO DE IBITINGA (SDIG), IBITINGA, SP, A FIM DE REALIZAR UM VOO LOCAL, COM UM TRIPULANTE A BORDO. DURANTE O POUSO HOUVE A PERDA DE CONTROLE DA AERONAVE, TENDO A MESMA PARADO 180° DEFESADA DE SUA PROA ORIGINAL. A AERONAVE TEVE DANOS LEVES. O TRIPULANTE SAIU ILESO."
79830,2021-01-14,****,INCIDENTE,OUTROS,NOVA LIMA,MG,SJLY,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79830,"Durante o procedimento de pré-vôo da aeronave PT-HYA,  o mecânico constatou que a braçadeira de fixação da fita de identificação dopunho da cabeça do rotor principal estava fora da posição correta. O mesmo buscou uma bandeja com as ferramentas para reposicionar e apertar, após o reaperto foi esquecido uma ferramenta no local, no acionamento a ferramenta se deslocou batendo na parede sem atingir pessoas. Durante o procedimento de conferência das ferramentas o inspetor constatou a ausência da ferramenta e imediatamente solicitou o retorno da aeronave para verificação detalhada. Constado um impacto superficial no stop external, sem comprometer a aeronavegabilidade da aeronave.A aeronave teve danos leves.O piloto ficou ileso."
79822,2021-01-14,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,UBERLÂNDIA,MG,SBUL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79822,"A AERONAVE DECOLOU DO AERÓDROMO TEN-CEL-AV CÉSAR BOMBONATO (SBUL), UBERLÂNDIA, MG, COM DESTINO AO AERÓDROMO CONFINS-TANCREDO NEVES (SBCF), BELO HORIZONTE, MG, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM QUATRO TRIPULANTES E SESSENTA E OITO PASSAGEIROS A BORDO.DURANTE A SUBIDA FOI OUVIDO UM BARULHO INCOMUM E SENTIDO UM CHEIRO DE QUEIMADO. JUNTAMENTE A ISSO OCORREU UM ALERTA DE 'RECIRC FAN 1 FAULT'. A TRIPULAÇÃO EFETUOU OS PROCEDIMENTOS PREVISTOS NO QRH E DECIDIU POR RETORNAR PARA O AERÓDROMO DE ORIGEM, SEM DECLARAR EMERGÊNCIA.O POUSO FOI EFETUADO SEM INTERCORRÊNCIAS.A AERONAVE NÃO TEVE DANOSOS QUATRO TRIPULANTES E OS SESSENTA PASSAGEIROS SAÍRAM ILESOS."
79820,2021-01-14,****,INCIDENTE,OUTROS,NOVA LIMA,MG,SJLY,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79820,"Durante o procedimento de pré-vôo da aeronave PT-HYA,  o mecânico constatou que a braçadeira de fixação da fita de identificação dopunho da cabeça do rotor principal estava fora da posição correta. O mesmo buscou uma bandeja com as ferramentas para reposicionar e apertar, após o reaperto foi esquecido uma ferramenta no local, no acionamento a ferramenta se deslocou batendo na parede sem atingir pessoas. Durante o procedimento de conferência das ferramentas o inspetor constatou a ausência da ferramenta e imediatamente solicitou o retorno da aeronave para verificação detalhada. Constado um impacto superficial no stop external, sem comprometer a aeronavegabilidade da aeronave."
79819,2021-01-14,PTWQZ,INCIDENTE GRAVE,CONTATO ANORMAL COM A PISTA,CAMPO GRANDE,MS,SSIE,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79819,"A aeronave decolou de local desconhecido com destino ao Aeródromo Teruel Ipanema Estância (SSIE), Campo Grande, MS, com um piloto e um passageiros a bordo. Durante o procedimento de pouso, não foi efetuado o baixamento do trem de pouso. A aeronave teve sua parada total ainda dentro dos limites da pista. A aeronave teve danos leves na fuselagem e hélice. O tripulante e o passageiro saíram ilesos."
79818,2021-01-13,PTVIY,ACIDENTE,"CONTATO ANORMAL COM A PISTA, EXCURSÃO DE PISTA",CANARANA,MT,SWEK,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79818,"A aeronave decolou de local desconhecido com destino ao Aeródromo de Canarana (SWEK), MT, com um piloto e três passageiros a bordo. Durante o procedimento de pouso, após o primeiro toque na pista, a aeronave subiu e o seu controle foi perdido. A aeronave voltou ao solo na condição de pré-estol e teve sua parada total após o limite lateral direito da pista. A aeronave teve danos substanciais. O tripulante e os passageiros saíram ilesos."
79816,2021-01-11,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,SP,SBGR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79816,"A AERONAVE DECOLOU DO AERÓDROMO GUARULHOS-GOVERNADOR ANDRÉ FRANCO MONTORO (SBGR), SÃO PAULO, SP, COM DESTINO AO AERÓDROMO ARAÇATUBA (SBAU), ARAÇATUBA, SP, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM QUATRO TRIPULANTES E SESSENTA E DOIS PASSAGEIROS A BORDO.LOGO APÓS A DECOLAGEM, FOI OBSERVADO UM BARULHO NA FUSELAGEM. A TRIPULAÇÃO DECIDIU RETORNAR PARA O AERÓDROMO DE ORIGEM, ONDE O POUSO FOI REALIZADO NORMALMENTE. FOI CONSTATADA A SOLTURA DE UM PINO DO TREM DE NARIZ NA COMPORTA DA BEQUILHA.A AERONAVE TEVE DANOS LEVES.OS QUATRO TRIPULANTES E OS SESSENTA E DOIS PASSAGEIROS SAÍRAM ILESOS."
79821,2021-01-10,****,INCIDENTE,COLISÃO COM AVE,SANTARÉM,PA,SBSN,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79821,"A AERONAVE DECOLOU DO AERÓDROMO MAESTRO WILSON FONSECA (SBSN), SANTARÉM, PA, COM DESTINO AO AERÓDROMO VAL DE CANS-JÚLIO CÉZAR RIBEIRO (SBBE), BELÉM, PA, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM CINCO TRIPULANTES E CEM PASSAGEIROS A BORDO.DURANTE A SUBIDA A AERONAVE COLIDIU COM UM PÁSSARO. A TRIPULAÇÃO EFETUOU OS PROCEDIMENTOS PREVISTOS NO QRH E DECIDIU POR RETORNAR PARA O AERÓDROMO DE ORIGEM, SEM DECLARAR EMERGÊNCIA. O POUSO FOI EFETUADO SEM INTERCORRÊNCIAS.A AERONAVE NÃO TEVE DANOS.OS CINCO TRIPULANTES E OS CEM PASSAGEIROS SAÍRAM ILESOS."
79810,2021-01-10,PUZUM,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,CONCÓRDIA,SC,SSCK,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79810,"A aeronave decolou do Aeródromo Olavo Cecco Rigon (SSCK), município de Concórdia, SC, a fim de realizar testes na aeronave com um piloto a bordo.Durante a entrada na perna do vento para a pista 33 de SSCK, houve uma falha no motor e o piloto optou por realizar o pouso em um campo não preparado, próximo à pista de pouso.A aeronave teve danos leves.O piloto não sofreu lesões."
79850,2021-01-09,****,INCIDENTE,CONTATO ANORMAL COM A PISTA,FORTALEZA,CE,SBFZ,POLICIAL,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79850,Durante a realização do pré-voo foi identificado  que a aeronave estava com a proteção de cauda (SKID) arranhada na parte inferior e levemente angulada para cima. Não foi identificado quando ocorreu tal discrepância.
79841,2021-01-08,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BELO HORIZONTE,MG,SBBH,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79841,"A aeronave decolocou do aeródromo Brigadeiro Antônio Cabral (SNDV), Divinópolis,MG, com destino ao aeroporto da Pampulha-Carlos Drummond de Andrade (SBBH), Belo Horizonte, MG, a fim de efetuar voo privado, com um tripulante a bordo.Ao ingressar na final o piloto reportou arremetida por estar sem indicação de trem de pouso. Foi realizada a observação do trem baixado pela Torre e a aeronave realizou um pouso normal. A aeronave não teve danos. O piloto saiu ileso."
79812,2021-01-08,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPO GRANDE,MS,SBCG,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79812,"A AERONAVE DECOLOU DO AERÓDROMO VIRACOPOS (SBKP), CAMPINAS, SP, COM DESTINO AO AERÓDROMO CAMPO GRANDE (SBCG), CAMPO GRANDE, MS, A FIM DE REALIZAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM CINCO TRIPULANTES E CENTO E TRINTA E SETE PASSAGEIROS A BORDO.DURANTE O POUSO, OCORREU A INDICAÇÃO DE 'STEERING INOP'. A TRIPULAÇÃO EFETUOU OS PROCEDIMENTOS NO QRH E A PARADA TOTAL DA AERONAVE FOI REALIZADA AINDA SOBRE A PISTA EM USO, SEM QUE FOSSE DECLARADA EMERGÊNCIA. POSTERIORMENTE, FOI SOLICITADO EQUIPAMENTO PARA REBOCAR A AERONAVE. A AERONAVE NÃO TEVE DANOS. OS CINCO TRIPULANTES E OS CENTO E TRINTA E SETE PASSAGEIROS SAÍRAM ILESOS."
79865,2021-01-07,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,GOVERNADOR VALADARES,MG,SBGV,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79865,"A AERONAVE DECOLOU DO AERÓDROMO JUSCELINO KUBITSCHEK (SNTO), TEÓFILO OTONI, MG, COM DESTINO AO AERÓDROMO CRISTIANO FERREIRA VARELLA (SNBM), MURIAÉ, MG, A FIM DE REALIZAR UM VOO PRIVADO, COM UM TRIPULANTE E UM PASSAGEIRO A BORDO.DURANTE O VOO, O PILOTO ENTROU EM CONTATO COM A RÁDIO VALADARES, SOLICITANDO POUSO DE EMERGÊNCIA NAQUELA LOCALIDADE, DEVIDO  A FALHA NO MOTOR. O POUSO FOI EFETUADO SEM INTERCORRÊNCIAS.A AERONAVE NÃO TEVE DANOS.O TRIPULANTE E O PASSAGEIRO SAÍRAM ILESOS."
79805,2021-01-07,****,INCIDENTE,COLISÃO COM FAUNA,GUARULHOS,SP,SBGR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79805,"A AERONAVE DECOLOU DO AERÓDROMO GUARULHOS-GOVERNADOR ANDRÉ FRANCO MONTORO (SBGR), SÃO PAULO, SP, COM DESTINO AO AERÓDROMO PRESIDENTE CASTRO PINTO (SBJP), JOÃO PESSOA, PB, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM SETE TRIPULANTES E CENTO E TRINTA E SEIS PASSAGEIROS A BORDO.DURANTE A CORRIDA DE DECOLAGEM, PRÓXIMO A V1, OCORREU COLISÃO COM FAUNA (CAPIVARA).A AERONAVE PROSSEGUIU NA DECOLAGEM. APÓS VISTORIA REALIZADA PELA ADMINISTRADORA AEROPORTUÁRIA, FORAM ENCONTRADOS OS RESTOS DO ANIMAL. FORAM REALIZADAS ESPERAS PARA O CUMPRIMENTO DAS AÇÕES PREVISTAS EM CHECK LIST E RETORNO AO AERÓDROMO DE ORIGEM.O POUSO OCORREU SEM ANORMALIDADES. OS BOMBEIROS DO AERÓDROMO AUXILIARAM NO RESFRIAMENTO DOS CONJUNTOS DE FREIO.A AERONAVE TEVE DANOS LEVES.TODOS A BORDO SAÍRAM ILESOS."
79801,2021-01-07,PPDPD,INCIDENTE GRAVE,CONTATO ANORMAL COM A PISTA,CANTÁ,RR,SWPD,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79801,"A aeronave decolou do Aeródromo de Pouso da Águia (SWPD), município de Cantá, RR, por volta das 07:50h local, com a finalidade de realizar um voo de treinamento, tendo a bordo dois tripulantes.Às 08:35h local ocorreu pouso com o trem principal recolhido.A aeronave teve danos leves.Não houve excursão de pista ou fogo.Os ocupantes saíram ilesos."
79814,2021-01-06,PPEMF,ACIDENTE,CONTATO ANORMAL COM A PISTA,DIVINÓPOLIS,MG,SNDV,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79814,"A aeronave decolou do Aeródromo Brigadeiro Antônio Cabral (SNDV), Divinópolis, MG, a fim de realizar um voo local para treinamento, com um instrutor e um aluno a bordo. Durante o treinamento de pane simulada no circuito de tráfego, ocorreu vibração no motor e perda de RPM. A aeronave foi direcionada ao aeródromo, onde efetuou um pouso duro. A aeronave teve danos substanciais. Os tripulantes saíram ilesos."
79811,2021-01-06,PRWVW,ACIDENTE,PERDA DE CONTROLE EM VOO,VILA VELHA,ES,SIVU,PRIVADA,ATIVA,https://dedalo.sti.fab.mil.br/ocorrencia/79811,"A AERONAVE DECOLOU DO AERÓDROMO GUARAPARI (SNGA), GUARAPARI, ES, COM DESTINO AO AERÓDROMO JOÃO MONTEIRO (SIVU), VILA VELHA, ES, A FIM DE REALIZAR UM VOO PRIVADO, COM UM TRIPULANTE E UMA PASSAGEIRA BORDO. DURANTE A APROXIMAÇÃO, A AERONAVE ENTROU EM EMERGÊNCIA E O PILOTO REALIZOU UMA DESCIDA ACENTUADA , COM INTENÇÕES DE POUSO. A AERONAVE PERDEU ALTITUDE E COLIDIU CONTRA ÁRVORES E SOLO. A AERONAVE FICOU DESTRUÍDA. O TRIPULANTE E A PASSAGEIRA SOFRERAM LESÕES FATAIS."
79809,2021-01-06,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,SP,SBGR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79809,"A aeronave decolou do Aeródromo Porto Seguro (SBPS), BA, com destino ao Aeródromo Congonhas (SBSP), São Paulo, SP, a fim de realizar transporte aéreo público regular, com seis tripulantes e cento e cinquenta e quatro passageiros a bordo. A aeronave foi despachada com o item da Minimum Equipment List (MEL) “ECAM (F/CTL - FLAP SYS 2 Fault) “ página de Status: “ENG 2 APPR IDLE ONLY e FLAPS SLOW”. Durante o voo, após consultas ao QRH e analises, a tripulação optou em alternar o pouso para o Aeródromo  Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP. O pouso foi realizado normalmente e sem intercorrências.Aeronave não teve danos.Todos a bordo saíram ilesos."
79803,2021-01-06,****,INCIDENTE,OUTROS,BOA VISTA,RR,SBBV,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79803,"A aeronave decolou do Aeródromo Maca Aero (SIJA), localizado no município de Tailândia, PA, com destino ao Aeródromo Atlas Brasil Cantanhede (SBBV), Boa Vista, RR, a fim de realizar voo privado, com um tripulante a bordo. Após o pouso no aeródromo de destino, durante o deslocamento até o pátio, a aeronave realizou seu taxi por meio da via de serviço pavimentada, próxima a taxiway delta, a qual permite acesso à SCI. Não houve danos à aeronave. Todos a bordo saíram ilesos."
79784,2021-01-06,****,INCIDENTE,COLISÃO COM AVE,CAMPO GRANDE,MS,SSKG,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79784,"A aeronave decolou do Aeródromo Estância Santa Maria (SSKG), Campo Grande, MS, com destino ao Aeródromo Teruel Ipanema Estância (SSIE), Campo Grande, MS, por volta das 11h45min (UTC), a fim de realizar voo de translado,  com um tripulante a bordo.Durante o circuito de tráfego para pouso na cabeceira 06 de SSIE, houve a colisão de um pássaro (urubu) contra o bordo de ataque da asa esquerda.A aeronave teve danos leves.O tripulante saiu ileso."
79823,2021-01-05,PPCLD,ACIDENTE,VOO CONTROLADO CONTRA O TERRENO,IRACEMA,RR,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79823,"A aeronave decolou de um heliponto não registrado, denominado 'Área Zulu', localizado no município de Boa Vista, RR (ZZZZ), com destino a uma área de pouso eventual, localizada na Serra dos Surucucus, município de Iracema, RR, tendo apenas o piloto a bordo, com a finalidade de realizar um voo de transporte de passageiro da área de pouso eventual para Boa Vista.Durante aproximação para pouso no destino, houve colisão do esqui da aeronave com a copa da vegetação e queda em meio à mata fechada.A aeronave teve danos substanciais.O piloto sofreu ferimentos leves."
79798,2021-01-05,PRTCE,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,GUARÁ,SP,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79798,"A aeronave decolou do Aeródromo de Ituverava (SDIV),SP, a fim de realizar voo local de aplicação de defensivo agrícola, no município de Guará, SP. Durante a aplicação houve a falha do motor. Foi realizado o pouso de emergência na área de aplicação. A aeronave teve danos substanciais. O piloto saiu ileso."
79808,2021-01-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CONFINS,MG,SBCF,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79808,"A AERONAVE DECOLOU DO AERÓDROMO TANCREDO NEVES (SBCF), BELO HORIZONTE, MG, COM DESTINO AO AERÓDROMO  TEN CEL AV CÉSAR BOMBONATO (SBUL), UBERLÂNDIA, MG, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM QUATRO TRIPULANTES E SESSENTA E QUATRO PASSAGEIROS A BORDO.DURANTE A SUBIDA, FOI PERCEBIDO UM RUÍDO PROVENIENTE DA COMPORTA TRASEIRA DO TREM DE POUSO 'VERY LOUD NOISE ON COCKPIT'. A TRIPULAÇÃO EFETUOU OS PROCEDIMENTOS PREVISTOS NO QRH E DECIDIU POR RETORNAR PARA O AERÓDROMO DE ORIGEM, SEM DECLARAR EMERGÊNCIA.O POUSO FOI REALIZADO NORMALMENTE E SEM INTERCORRÊNCIAS .A AERONAVE NÃO TEVE DANOS.OS QUATRO TRIPULANTES E OS SESSENTA E QUATRO PASSAGEIROS SAÍRAM ILESOS."
79770,2021-01-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CUIABÁ,MT,SBCY,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79770,"A aeronave decolou do Aeródromo Governador Jorge Teixeira de Oliveira (SBPV), Porto Velho, RO, com destino ao Aeródromo Marechal Rondon (SBCY), Cuiabá, MT, por volta das 11 horas (UTC), a fim de realizar transporte aeromédico, com dois tripulantes e cinco passageiros a bordo.Após o pouso em SBCY, foi verificado que o pneu do trem de pouso principal esquerdo estava furado.A aeronave teve danos leves. Todos os ocupantes saíram ilesos."
79786,2021-01-03,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,JOÃO PESSOA,PB,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79786,"A aeronave decolou do Aeródromo Presidente Castro Pinto (SBJP), João Pessoa, PB, com destino ao Aeródromo Senador Petrônio Portella (SBTE), Teresina, PI, a fim de realizar voo privado, com um piloto a bordo. Após a decolagem, o piloto solicitou retorno para SBJP, em virtude de não ter havido indicação de recolhimento do trem de pouso. O pouso ocorreu sem anormalidades. Não houve dano à aeronave.O piloto saiu ileso."
